Entidad,Municipio,Habitantes,Mujeres,Hombres,Viviendas,ViviendasConLavadora,PorcentajeVivLavadora
Sonora,Bacerac,1221,618,603,636,303,0.47641509433962265
Sonora,Bacoachi,1475,725,750,842,456,0.5415676959619953
Sonora,Bácum,23151,11367,11784,7811,3912,0.5008321597746768
Sonora,Banámichi,1825,901,924,811,487,0.6004932182490752
Sonora,Baviácora,3191,1529,1662,1626,860,0.5289052890528906
Sonora,Bavispe,1169,551,618,624,345,0.5528846153846154
Sonora,Benjamín Hill,4988,2505,2483,2095,1216,0.5804295942720764
Sonora,Caborca,89122,44386,44736,33572,20362,0.606517335875134
Sonora,Cajeme,436484,221883,214601,162966,102037,0.626124467680375
Sonora,Cananea,39451,19841,19610,14538,10556,0.7260971247764479
Sonora,Carbó,4946,2378,2568,1761,897,0.5093696763202725
Sonora,La Colorada,1848,828,1020,1197,438,0.3659147869674185
Sonora,Cucurpe,863,393,470,533,236,0.4427767354596623
Sonora,Cumpas,5829,2864,2965,2851,1630,0.5717292178183093
Sonora,Divisaderos,753,359,394,408,205,0.5024509803921569
Sonora,Empalme,51431,25463,25968,18765,10650,0.5675459632294164
Sonora,Etchojoa,61309,30001,31308,18543,6709,0.3618076902335113
Sonora,Fronteras,9041,4461,4580,3509,2342,0.6674266172698775
Sonora,Granados,1009,485,524,530,303,0.5716981132075472
Sonora,Guaymas,156863,78876,77987,61162,33520,0.5480527124685262
Sonora,Hermosillo,936263,468773,467490,326410,222725,0.6823473545540885
Sonora,Huachinera,1186,579,607,628,318,0.5063694267515924
Sonora,Huásabas,888,421,467,533,260,0.4878048780487805
Sonora,Huatabampo,77682,38265,39417,27486,11253,0.40940842610783673
Sonora,Huépac,943,449,494,608,295,0.48519736842105265
Sonora,Imuris,12536,6135,6401,5104,2918,0.5717084639498433
Sonora,Magdalena,33049,16819,16230,12327,8445,0.6850815283523972
Sonora,Mazatán,1101,507,594,662,302,0.4561933534743202
Sonora,Moctezuma,5173,2630,2543,2367,1399,0.5910435149978877
Sonora,Naco,5774,2877,2897,2496,1423,0.5701121794871795
Sonora,Nácori Chico,1531,723,808,850,359,0.4223529411764706
Sonora,Nacozari de García,14369,7095,7274,5801,3669,0.6324771591104982
Sonora,Navojoa,164387,83123,81264,58284,28504,0.48905359961567496
Sonora,Nogales,264782,132522,132260,90150,65122,0.7223738214087632
Sonora,Onavas,365,181,184,193,92,0.47668393782383417
Sonora,Opodepe,2438,1113,1325,1236,519,0.4199029126213592
Sonora,Oquitoa,496,265,231,216,125,0.5787037037037037
Sonora,Pitiquito,9122,4428,4694,3621,2115,0.584092792046396
Sonora,Puerto Peñasco,62689,31053,31636,29702,14016,0.47188741498888964
Sonora,Quiriego,3090,1472,1618,1435,300,0.20905923344947736
Sonora,Rayón,1496,687,809,917,392,0.42748091603053434
Sonora,Rosario,4830,2346,2484,2264,830,0.3666077738515901
Sonora,Sahuaripa,5257,2538,2719,2752,1312,0.47674418604651164
Sonora,San Felipe de Jesús,369,168,201,290,104,0.3586206896551724
Sonora,San Javier,537,243,294,229,106,0.462882096069869
Sonora,San Luis Río Colorado,199021,98469,100552,72402,49563,0.6845529129029585
Sonora,San Miguel de Horcasitas,10729,5122,5607,3533,947,0.26804415510897256
Sonora,San Pedro de la Cueva,1458,665,793,1267,467,0.3685872138910813
Sonora,Santa Ana,16203,8214,7989,6381,4250,0.666039805673092
Sonora,Santa Cruz,1835,873,962,891,479,0.5375982042648709
Sonora,Sáric,2058,979,1079,1078,530,0.49165120593692024
Sonora,Soyopa,1368,599,769,877,358,0.40820980615735464
Sonora,Suaqui Grande,1114,513,601,543,287,0.5285451197053407
Sonora,Tepache,1178,557,621,778,347,0.44601542416452444
Sonora,Trincheras,1381,642,739,700,358,0.5114285714285715
Sonora,Tubutama,1473,690,783,739,388,0.5250338294993234
Sonora,Ures,8548,4097,4451,4334,2300,0.53068758652515
Sonora,Villa Hidalgo,1429,681,748,865,432,0.49942196531791905
Sonora,Villa Pesqueira,1043,451,592,664,250,0.37650602409638556
Sonora,Yécora,4793,2378,2415,2658,836,0.3145221971407073
Sonora,General Plutarco Elías Calles,13627,6900,6727,6469,3336,0.5156902148709228
Sonora,Benito Juárez,21692,10791,10901,7097,3594,0.5064111596449203
Sonora,San Ignacio Río Muerto,14279,6937,7342,4615,2196,0.47583965330444206
Tabasco,Balancán,58524,29282,29242,22460,11874,0.528673196794301
Tabasco,Cárdenas,243229,124434,118795,84713,50830,0.6000259700400175
Tabasco,Centla,107731,54617,53114,34495,18700,0.5421075518191042
Tabasco,Centro,683607,353527,330080,248143,162781,0.6559967438130433
Tabasco,Comalcalco,214877,109594,105283,70296,42820,0.6091385000569023
Tabasco,Cunduacán,137257,69985,67272,44811,27183,0.6066144473455178
Tabasco,Emiliano Zapata,32181,16728,15453,12252,7051,0.5754978778974861
Tabasco,Huimanguillo,190885,96975,93910,62848,37215,0.5921429480651731
Tabasco,Jalapa,37749,18870,18879,12760,7783,0.6099529780564263
Tabasco,Jalpa de Méndez,91185,46272,44913,27142,17566,0.6471888585955345
Tabasco,Jonuta,30798,15344,15454,10184,5629,0.5527297721916732
Tabasco,Macuspana,158601,81070,77531,52633,28520,0.5418653696350199
Tabasco,Nacajuca,150300,77406,72894,51899,33960,0.6543478679743348
Tabasco,Paraíso,96741,49069,47672,32946,21428,0.650397620348449
Tabasco,Tacotalpa,47905,24151,23754,15924,6537,0.4105124340617935
Tabasco,Teapa,58718,29954,28764,19244,10953,0.5691644148825608
Tabasco,Tenosique,62310,31649,30661,24050,12856,0.5345530145530145
Tamaulipas,Abasolo,9822,4924,4898,4573,2421,0.5294117647058824
Tamaulipas,Aldama,28725,14378,14347,12799,7062,0.5517618563950308
Tamaulipas,Altamira,269790,136484,133306,107981,63553,0.5885572461821987
Tamaulipas,Antiguo Morelos,8850,4463,4387,3569,2246,0.6293079293919865
Tamaulipas,Burgos,4256,2055,2201,2311,1114,0.48204240588489833
Tamaulipas,Bustamante,7542,3689,3853,2450,1242,0.506938775510204
Tamaulipas,Camargo,16546,7926,8620,8440,5136,0.6085308056872037
Tamaulipas,Casas,4143,1965,2178,1685,845,0.5014836795252225
Tamaulipas,Ciudad Madero,205933,107685,98248,75722,55998,0.7395208790047807
Tamaulipas,Cruillas,1671,845,826,1101,401,0.3642143505903724
Tamaulipas,Gómez Farías,8288,4058,4230,3465,1975,0.56998556998557
Tamaulipas,González,41470,21102,20368,15913,9649,0.6063595802174323
Tamaulipas,Güémez,15032,7270,7762,6166,3383,0.548653908530652
Tamaulipas,Guerrero,3803,1688,2115,2062,1386,0.6721629485935985
Tamaulipas,Gustavo Díaz Ordaz,15677,7811,7866,6747,4246,0.6293167333629761
Tamaulipas,Hidalgo,17012,8323,8689,8886,4279,0.4815440018005852
Tamaulipas,Jaumave,15994,8002,7992,5713,3121,0.546297917031332
Tamaulipas,Jiménez,6375,3204,3171,3109,1602,0.5152782245094886
Tamaulipas,Llera,14645,7177,7468,6953,3425,0.49259312526966775
Tamaulipas,Mainero,2048,1027,1021,1175,522,0.4442553191489362
Tamaulipas,El Mante,106144,55225,50919,45162,28320,0.627075860236482
Tamaulipas,Matamoros,541979,274081,267898,195499,110681,0.5661461183944675
Tamaulipas,Méndez,4280,2138,2142,2273,1093,0.4808622965244171
Tamaulipas,Mier,6385,3002,3383,3390,2542,0.7498525073746313
Tamaulipas,Miguel Alemán,26237,12612,13625,12213,10142,0.8304265946122984
Tamaulipas,Miquihuana,3704,1792,1912,1498,653,0.43591455273698265
Tamaulipas,Nuevo Laredo,425058,215616,209442,143080,101964,0.712636287391669
Tamaulipas,Nuevo Morelos,3810,1833,1977,1556,915,0.5880462724935732
Tamaulipas,Ocampo,13190,6460,6730,5260,3168,0.6022813688212928
Tamaulipas,Padilla,13618,6767,6851,5332,3244,0.6084021005251313
Tamaulipas,Palmillas,1917,956,961,966,422,0.43685300207039335
Tamaulipas,Reynosa,704767,354406,350361,275570,172244,0.6250462677359655
Tamaulipas,Río Bravo,132484,66363,66121,47952,31298,0.6526943610276944
Tamaulipas,San Carlos,7411,3556,3855,3444,1587,0.460801393728223
Tamaulipas,San Fernando,51405,25693,25712,21779,11755,0.5397401166261078
Tamaulipas,San Nicolás,926,432,494,490,140,0.2857142857142857
Tamaulipas,Soto la Marina,23673,11570,12103,10465,5107,0.48800764452938367
Tamaulipas,Tampico,297562,155805,141757,109591,78971,0.720597494319789
Tamaulipas,Tula,28230,14220,14010,10749,5563,0.5175365150246535
Tamaulipas,Valle Hermoso,60055,30613,29442,22976,14482,0.6303098885793872
Tamaulipas,Victoria,349688,180459,169229,124897,86659,0.6938437272312385
Tamaulipas,Villagrán,5361,2626,2735,2466,1283,0.5202757502027575
Tamaulipas,Xicoténcatl,22229,11294,10935,9322,5745,0.6162840592147608
Tlaxcala,Amaxac de Guerrero,11403,5849,5554,3767,1805,0.4791611361826387
Tlaxcala,Apetatitlán de Antonio Carvajal,16003,8258,7745,4990,2744,0.5498997995991984
Tlaxcala,Atlangatepec,7087,3629,3458,2541,1100,0.4329004329004329
Tlaxcala,Atltzayanca,18111,9168,8943,5434,2034,0.3743099006256901
Tlaxcala,Apizaco,80725,42258,38467,28836,15722,0.5452212512137605
Tlaxcala,Calpulalpan,51172,26556,24616,15018,8430,0.561326408310028
Tlaxcala,El Carmen Tequexquitla,17332,8927,8405,5235,1260,0.24068767908309455
Tlaxcala,Cuapiaxtla,16222,8250,7972,4619,1976,0.4277982247239662
Tlaxcala,Cuaxomulco,5928,3026,2902,1965,885,0.45038167938931295
Tlaxcala,Chiautempan,73215,37964,35251,22233,10087,0.4536949579453965
Tlaxcala,Muñoz de Domingo Arenas,4755,2464,2291,1603,869,0.5421085464753587
Tlaxcala,Españita,9416,4830,4586,3692,1282,0.34723726977248104
Tlaxcala,Huamantla,98764,51003,47761,28544,11964,0.41914237668161436
Tlaxcala,Hueyotlipan,15190,7764,7426,5322,2320,0.4359263434798948
Tlaxcala,Ixtacuixtla de Mariano Matamoros,38970,20054,18916,13028,6402,0.49140313171630334
Tlaxcala,Ixtenco,7504,3882,3622,2831,1084,0.38290356764394207
Tlaxcala,Mazatecochco de José María Morelos,11592,5773,5819,2967,981,0.3306370070778564
Tlaxcala,Contla de Juan Cuamatzi,38579,19787,18792,10870,3948,0.36320147194112234
Tlaxcala,Tepetitla de Lardizábal,22274,11575,10699,7197,3457,0.480339030151452
Tlaxcala,Sanctórum de Lázaro Cárdenas,9432,4849,4583,2979,1549,0.5199731453507889
Tlaxcala,Nanacamilpa de Mariano Arista,18686,9624,9062,6031,3314,0.5494942795556292
Tlaxcala,Acuamanala de Miguel Hidalgo,6432,3248,3184,1772,851,0.4802483069977427
Tlaxcala,Natívitas,26309,13584,12725,8076,3628,0.4492322932144626
Tlaxcala,Panotla,28357,14938,13419,9860,4854,0.4922920892494929
Tlaxcala,San Pablo del Monte,82688,41886,40802,20708,9017,0.4354355804519992
Tlaxcala,Santa Cruz Tlaxcala,24116,12514,11602,9425,3924,0.4163395225464191
Tlaxcala,Tenancingo,12974,6664,6310,3580,1523,0.4254189944134078
Tlaxcala,Teolocholco,25257,12881,12376,7105,2973,0.41843771991555245
Tlaxcala,Tepeyanco,13328,6970,6358,4074,1858,0.45606283750613646
Tlaxcala,Terrenate,15475,7791,7684,4655,1726,0.3707841031149302
Tlaxcala,Tetla de la Solidaridad,35284,18031,17253,12723,5906,0.46419869527627133
Tlaxcala,Tetlatlahuca,13561,7040,6521,4029,2293,0.5691238520724745
Tlaxcala,Tlaxcala,99896,52644,47252,36702,21402,0.5831289847964689
Tlaxcala,Tlaxco,45438,23361,22077,15301,6368,0.41618194889222926
Tlaxcala,Tocatlán,6294,3175,3119,1724,851,0.49361948955916474
Tlaxcala,Totolac,22529,11801,10728,7134,3859,0.5409307541351276
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,9207,4768,4439,3144,1042,0.33142493638676845
Tlaxcala,Tzompantepec,18006,9270,8736,7222,2924,0.4048739961229576
Tlaxcala,Xaloztoc,25607,12861,12746,7214,3552,0.492375935680621
Tlaxcala,Xaltocan,10601,5588,5013,3994,1626,0.4071106659989985
Tlaxcala,Papalotla de Xicohténcatl,33499,17317,16182,9953,4387,0.4407716266452326
Tlaxcala,Xicohtzinco,14197,7435,6762,4224,2266,0.5364583333333334
Tlaxcala,Yauhquemehcan,42242,21854,20388,15421,8279,0.5368653135334933
Tlaxcala,Zacatelco,45717,23777,21940,14048,6620,0.4712414578587699
Tlaxcala,Benito Juárez,6211,3248,2963,1826,916,0.5016429353778752
Tlaxcala,Emiliano Zapata,4951,2524,2427,1496,593,0.3963903743315508
Tlaxcala,Lázaro Cárdenas,3534,1799,1735,1151,567,0.4926151172893136
Tlaxcala,La Magdalena Tlaltelulco,19036,9596,9440,5279,225,0.042621708656942606
Tlaxcala,San Damián Texóloc,5884,2962,2922,1779,1035,0.581787521079258
Tlaxcala,San Francisco Tetlanohcan,11761,6119,5642,3462,1200,0.3466204506065858
Tlaxcala,San Jerónimo Zacualpan,4092,2152,1940,1265,666,0.5264822134387351
Tlaxcala,San José Teacalco,6436,3279,3157,1752,671,0.3829908675799087
Tlaxcala,San Juan Huactzinco,7688,4011,3677,2016,1112,0.5515873015873016
Tlaxcala,San Lorenzo Axocomanitla,5689,2922,2767,1604,885,0.5517456359102244
Tlaxcala,San Lucas Tecopilco,3077,1536,1541,1025,545,0.5317073170731708
Tlaxcala,Santa Ana Nopalucan,7952,4052,3900,2237,1197,0.535091640590076
Tlaxcala,Santa Apolonia Teacalco,4636,2392,2244,1377,797,0.5787944807552651
Tlaxcala,Santa Catarina Ayometla,9463,4896,4567,2631,1236,0.4697833523375142
Tlaxcala,Santa Cruz Quilehtla,7750,3921,3829,2019,969,0.4799405646359584
Tlaxcala,Santa Isabel Xiloxoxtla,5443,2786,2657,1566,607,0.3876117496807152
Veracruz de Ignacio de la Llave,Acajete,9701,4781,4920,3256,987,0.30313267813267813
Veracruz de Ignacio de la Llave,Acatlán,3441,1775,1666,1164,189,0.16237113402061856
Veracruz de Ignacio de la Llave,Acayucan,80815,42298,38517,29657,15145,0.5106720167245506
Veracruz de Ignacio de la Llave,Actopan,41742,21132,20610,17854,9143,0.5120981292707516
Veracruz de Ignacio de la Llave,Acula,5253,2583,2670,2032,1231,0.6058070866141733
Veracruz de Ignacio de la Llave,Acultzingo,23100,11922,11178,7284,2415,0.3315485996705107
Veracruz de Ignacio de la Llave,Camarón de Tejeda,6538,3343,3195,2267,1121,0.4944861049845611
Veracruz de Ignacio de la Llave,Alpatláhuac,10338,5304,5034,3191,633,0.19837041679724224
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,28184,14178,14006,11864,5393,0.4545684423465947
Veracruz de Ignacio de la Llave,Altotonga,64234,33707,30527,21708,5694,0.26229961304588173
Veracruz de Ignacio de la Llave,Alvarado,57035,29097,27938,26243,15443,0.5884616850207675
Veracruz de Ignacio de la Llave,Amatitlán,7866,4018,3848,3349,2025,0.6046581068975814
Veracruz de Ignacio de la Llave,Naranjos Amatlán,26843,14174,12669,10405,5818,0.5591542527630947
Veracruz de Ignacio de la Llave,Amatlán de los Reyes,46955,24181,22774,17602,7682,0.43642767867287807
Veracruz de Ignacio de la Llave,Angel R. Cabada,33839,17325,16514,13994,7085,0.5062884093182792
Veracruz de Ignacio de la Llave,La Antigua,28682,14945,13737,12356,7079,0.5729200388475235
Veracruz de Ignacio de la Llave,Apazapan,4709,2346,2363,1823,916,0.5024684585847504
Veracruz de Ignacio de la Llave,Aquila,1978,1049,929,631,181,0.2868462757527734
Veracruz de Ignacio de la Llave,Astacinga,6909,3708,3201,2241,295,0.13163766175814368
Veracruz de Ignacio de la Llave,Atlahuilco,11577,5983,5594,3284,403,0.12271619975639464
Veracruz de Ignacio de la Llave,Atoyac,23461,12110,11351,8705,4325,0.49684089603676046
Veracruz de Ignacio de la Llave,Atzacan,22651,11526,11125,6731,1791,0.26608230574951713
Veracruz de Ignacio de la Llave,Atzalan,49180,24801,24379,17622,6558,0.3721484508001362
Veracruz de Ignacio de la Llave,Tlaltetela,16485,8167,8318,5023,1956,0.38940871988851283
Veracruz de Ignacio de la Llave,Ayahualulco,27217,13979,13238,8092,1548,0.19130004943153733
Veracruz de Ignacio de la Llave,Banderilla,25993,13772,12221,9351,5162,0.5520265212276761
Veracruz de Ignacio de la Llave,Benito Juárez,16120,8332,7788,5191,466,0.08977075707956078
Veracruz de Ignacio de la Llave,Boca del Río,144550,76565,67985,59184,40591,0.6858441470667748
Veracruz de Ignacio de la Llave,Calcahualco,13701,6939,6762,3930,511,0.13002544529262086
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,41835,22148,19687,13763,7179,0.521615926760154
Veracruz de Ignacio de la Llave,Carrillo Puerto,18888,9551,9337,6083,2397,0.39404898898569785
Veracruz de Ignacio de la Llave,Catemaco,49451,25852,23599,17215,7686,0.4464711007841998
Veracruz de Ignacio de la Llave,Cazones de Herrera,24421,12575,11846,9247,3594,0.3886665945712123
Veracruz de Ignacio de la Llave,Cerro Azul,25011,13413,11598,9950,5696,0.5724623115577889
Veracruz de Ignacio de la Llave,Citlaltépetl,11165,5687,5478,4184,1067,0.255019120458891
Veracruz de Ignacio de la Llave,Coacoatzintla,11018,5689,5329,3720,1284,0.34516129032258064
Veracruz de Ignacio de la Llave,Coahuitlán,8176,4186,3990,2320,426,0.18362068965517242
Veracruz de Ignacio de la Llave,Coatepec,93911,48815,45096,34938,18495,0.5293663060278208
Veracruz de Ignacio de la Llave,Coatzacoalcos,310698,161559,149139,132369,80428,0.6076044995429444
Veracruz de Ignacio de la Llave,Coatzintla,55016,28724,26292,19211,12050,0.6272448076622769
Veracruz de Ignacio de la Llave,Coetzala,2355,1199,1156,729,209,0.28669410150891633
Veracruz de Ignacio de la Llave,Colipa,5743,2899,2844,2546,830,0.32600157109190886
Veracruz de Ignacio de la Llave,Comapa,19876,9901,9975,6568,2335,0.3555115712545676
Veracruz de Ignacio de la Llave,Córdoba,204721,108761,95960,76962,41855,0.5438398170525715
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,54737,28858,25879,24166,13931,0.5764710750641397
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,16167,8187,7980,5446,1920,0.35255233198677927
Veracruz de Ignacio de la Llave,Coscomatepec,59471,30756,28715,17353,4334,0.2497550855759811
Veracruz de Ignacio de la Llave,Cosoleacaque,130903,68746,62157,51398,30024,0.5841472430833885
Veracruz de Ignacio de la Llave,Cotaxtla,22050,11182,10868,8096,4576,0.5652173913043478
Veracruz de Ignacio de la Llave,Coxquihui,16333,8431,7902,4511,1056,0.23409443582354245
Veracruz de Ignacio de la Llave,Coyutla,23096,11955,11141,7290,2196,0.3012345679012346
Veracruz de Ignacio de la Llave,Cuichapa,11869,6224,5645,4349,1968,0.4525178201885491
Veracruz de Ignacio de la Llave,Cuitláhuac,28075,14565,13510,10188,5510,0.5408323517864154
Veracruz de Ignacio de la Llave,Chacaltianguis,11461,5887,5574,4869,3093,0.6352433764633395
Veracruz de Ignacio de la Llave,Chalma,13527,7006,6521,4830,1152,0.23850931677018633
Veracruz de Ignacio de la Llave,Chiconamel,6610,3467,3143,2081,402,0.19317635752042286
Veracruz de Ignacio de la Llave,Chiconquiaco,13881,6951,6930,4510,548,0.12150776053215077
Veracruz de Ignacio de la Llave,Chicontepec,53858,27644,26214,17301,3275,0.18929541644991618
Veracruz de Ignacio de la Llave,Chinameca,22638,11708,10930,8379,4476,0.5341926244181884
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,16283,8356,7927,5365,2165,0.40354147250698974
Veracruz de Ignacio de la Llave,Las Choapas,81080,41731,39349,27043,15443,0.5710535073771401
Veracruz de Ignacio de la Llave,Chocamán,20839,10561,10278,6227,1743,0.27991006905411914
Veracruz de Ignacio de la Llave,Chontla,13359,6833,6526,4980,1323,0.2656626506024096
Veracruz de Ignacio de la Llave,Chumatlán,4008,2114,1894,1278,185,0.14475743348982786
Veracruz de Ignacio de la Llave,Emiliano Zapata,85489,44327,41162,36813,19592,0.5322032977480782
Veracruz de Ignacio de la Llave,Espinal,26830,13809,13021,8869,3124,0.35223813282218963
Veracruz de Ignacio de la Llave,Filomeno Mata,19179,9885,9294,3917,263,0.06714322185345928
Veracruz de Ignacio de la Llave,Fortín,66372,35130,31242,24609,14011,0.5693445487423301
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,24085,12897,11188,9813,4868,0.49607663303780697
Veracruz de Ignacio de la Llave,Hidalgotitlán,18275,9127,9148,6146,3531,0.5745200130165962
Veracruz de Ignacio de la Llave,Huatusco,59920,31310,28610,20404,7790,0.38178788472848463
Veracruz de Ignacio de la Llave,Huayacocotla,21796,11329,10467,9109,2504,0.2748929630036228
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,41670,21469,20201,14907,6189,0.415174079291608
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,7293,3836,3457,2428,1240,0.5107084019769358
Veracruz de Ignacio de la Llave,Ignacio de la Llave,16525,8566,7959,7601,3827,0.5034863833706091
Veracruz de Ignacio de la Llave,Ilamatlán,13377,7027,6350,5289,169,0.031953110228776706
Veracruz de Ignacio de la Llave,Isla,42807,22092,20715,16773,9271,0.5527335598879151
Veracruz de Ignacio de la Llave,Ixcatepec,12379,6299,6080,4187,736,0.1757821829472176
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,11387,5770,5617,3982,913,0.2292817679558011
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,23132,11672,11460,7079,2186,0.30880067806187317
Veracruz de Ignacio de la Llave,Ixhuatlancillo,27295,14386,12909,9603,4272,0.44486098094345516
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,15831,8063,7768,6011,3639,0.6053901181167859
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,50836,26113,24723,15888,2329,0.14658862034239678
Veracruz de Ignacio de la Llave,Ixmatlahuacan,5574,2862,2712,2541,1348,0.5304998032270759
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,74004,38641,35363,23984,12430,0.5182621747831888
Veracruz de Ignacio de la Llave,Jalacingo,46794,24150,22644,14007,3733,0.2665096023416863
Veracruz de Ignacio de la Llave,Xalapa,488531,261710,226821,195268,111402,0.5705082245938915
Veracruz de Ignacio de la Llave,Jalcomulco,5054,2517,2537,2210,615,0.27828054298642535
Veracruz de Ignacio de la Llave,Jáltipan,38669,20477,18192,14787,8341,0.5640765537296274
Veracruz de Ignacio de la Llave,Jamapa,11132,5712,5420,4551,2697,0.5926170072511536
Veracruz de Ignacio de la Llave,Jesús Carranza,28524,14445,14079,9959,5405,0.5427251732101617
Veracruz de Ignacio de la Llave,Xico,39623,20370,19253,12157,4860,0.3997696800197417
Veracruz de Ignacio de la Llave,Jilotepec,16585,8570,8015,5859,2098,0.3580815838880355
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,38367,19677,18690,14169,7649,0.5398404968593408
Veracruz de Ignacio de la Llave,Juchique de Ferrer,15059,7581,7478,6527,2002,0.306725907767734
Veracruz de Ignacio de la Llave,Landero y Coss,1543,787,756,751,116,0.15446071904127828
Veracruz de Ignacio de la Llave,Lerdo de Tejada,19123,10139,8984,8540,5127,0.6003512880562061
Veracruz de Ignacio de la Llave,Magdalena,3299,1708,1591,986,91,0.0922920892494929
Veracruz de Ignacio de la Llave,Maltrata,18327,9549,8778,5583,2243,0.4017553286763389
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,23918,12181,11737,9290,5479,0.5897739504843919
Veracruz de Ignacio de la Llave,Mariano Escobedo,38670,20150,18520,12041,5267,0.4374221410181879
Veracruz de Ignacio de la Llave,Martínez de la Torre,108842,56666,52176,41943,22412,0.5343442290727892
Veracruz de Ignacio de la Llave,Mecatlán,12799,6503,6296,3756,304,0.08093716719914804
Veracruz de Ignacio de la Llave,Mecayapan,17134,8906,8228,6512,1502,0.23065110565110566
Veracruz de Ignacio de la Llave,Medellín de Bravo,95202,49517,45685,44118,26336,0.5969445577768712
Veracruz de Ignacio de la Llave,Miahuatlán,4841,2435,2406,1754,482,0.2748004561003421
Veracruz de Ignacio de la Llave,Las Minas,2934,1481,1453,903,185,0.20487264673311184
Veracruz de Ignacio de la Llave,Minatitlán,144776,75987,68789,57889,34519,0.5962963602757001
Veracruz de Ignacio de la Llave,Misantla,65761,33731,32030,25367,11288,0.4449875822919541
Veracruz de Ignacio de la Llave,Mixtla de Altamirano,12125,6143,5982,3960,40,0.010101010101010102
Veracruz de Ignacio de la Llave,Moloacán,16493,8540,7953,5765,3682,0.6386816999132697
Veracruz de Ignacio de la Llave,Naolinco,22835,11709,11126,9660,3505,0.36283643892339545
Veracruz de Ignacio de la Llave,Naranjal,4614,2382,2232,1459,352,0.24126113776559288
Veracruz de Ignacio de la Llave,Nautla,10130,5080,5050,4586,2224,0.48495420846053205
Veracruz de Ignacio de la Llave,Nogales,37314,19539,17775,13117,6453,0.4919570023633453
Veracruz de Ignacio de la Llave,Oluta,17027,8849,8178,5831,3275,0.5616532327216601
Veracruz de Ignacio de la Llave,Omealca,23773,12353,11420,8174,3502,0.428431612429655
Veracruz de Ignacio de la Llave,Orizaba,123182,66442,56740,44044,28967,0.657683225865044
Veracruz de Ignacio de la Llave,Otatitlán,5651,2912,2739,2336,1364,0.583904109589041
Veracruz de Ignacio de la Llave,Oteapan,10343,5430,4913,3467,1953,0.5633112200749928
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,22756,11144,11612,9091,4935,0.5428445715542844
Veracruz de Ignacio de la Llave,Pajapan,18051,9171,8880,6695,1902,0.2840926064227035
Veracruz de Ignacio de la Llave,Pánuco,96185,48966,47219,34667,22318,0.6437822713243142
Veracruz de Ignacio de la Llave,Papantla,159910,82732,77178,53836,24228,0.45003343487629094
Veracruz de Ignacio de la Llave,Paso del Macho,31894,16277,15617,11328,5665,0.5000882768361582
Veracruz de Ignacio de la Llave,Paso de Ovejas,33442,16911,16531,13295,7449,0.5602858217374953
Veracruz de Ignacio de la Llave,La Perla,28258,14541,13717,7659,760,0.09922966444705575
Veracruz de Ignacio de la Llave,Perote,77432,39137,38295,24493,10661,0.4352672192054873
Veracruz de Ignacio de la Llave,Platón Sánchez,18053,9366,8687,6063,2034,0.33547748639287484
Veracruz de Ignacio de la Llave,Playa Vicente,39327,20483,18844,15633,6705,0.4289004029936672
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,189457,101253,88204,70940,45621,0.6430927544403722
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,20300,10338,9962,6293,2473,0.39297632289845863
Veracruz de Ignacio de la Llave,Pueblo Viejo,57909,29153,28756,19341,12496,0.6460886200299881
Veracruz de Ignacio de la Llave,Puente Nacional,23544,12051,11493,9493,5232,0.5511429474349521
Veracruz de Ignacio de la Llave,Rafael Delgado,24127,12323,11804,7023,2187,0.3114053823152499
Veracruz de Ignacio de la Llave,Rafael Lucio,8343,4319,4024,2682,1029,0.383668903803132
Veracruz de Ignacio de la Llave,Los Reyes,6308,3211,3097,1950,97,0.04974358974358974
Veracruz de Ignacio de la Llave,Río Blanco,41795,22483,19312,14216,9157,0.6441333708497468
Veracruz de Ignacio de la Llave,Saltabarranca,6126,3174,2952,2415,1521,0.6298136645962733
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,3134,1614,1520,832,94,0.11298076923076923
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,162428,85442,76986,55560,20202,0.36360691144708424
Veracruz de Ignacio de la Llave,San Juan Evangelista,32631,16633,15998,11761,5826,0.4953660403026954
Veracruz de Ignacio de la Llave,Santiago Tuxtla,57085,29981,27104,20478,7402,0.36146108018361167
